track_id,track_name,album_name,artist_name,release_date,popularity,artist_norm,title_norm,lyrics,tag,year,views,id
6ZSxG2QvGmwXbTfn7iDq7a,Actually Romantic,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,61,taylor swift,actually romantic,,,,,
5yrrh7VYFMCNjUOIMzGNp5,Wi$h Li$t - Track by Track,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,53,taylor swift,wi$h li$t,,,,,
3Qeh4z08FfDBRfQMfDv83f,Wi$h Li$t,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,62,taylor swift,wi$h li$t,,,,,
20QSU9vg05qYSDVgOTAwPp,Wood - Track by Track,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,47,taylor swift,wood,,,,,
0129EujhGkwtwTFADGem5P,Wood,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,62,taylor swift,wood,,,,,
6JNM6pLKbXMGG2opeExCb2,CANCELLED! - Track by Track,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,53,taylor swift,cancelled!,,,,,
3FzJDGVjRGNc7KrkabU5N0,CANCELLED!,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,61,taylor swift,cancelled!,,,,,
5EwypOO9NEI7MvjPOYZtWk,Honey - Track by Track,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,51,taylor swift,honey,,,,,
3vGd1heFoUuFGvKvl0SdW3,Honey,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,57,taylor swift,honey,,,,,
42TAweWJJ9YlQ47T5nesu5,The Life of a Showgirl - Track by Track,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,52,taylor swift,the life of a showgirl,,,,,
243KxZULAjWO3KREpVHgOH,The Life of a Showgirl (feat. Sabrina Carpenter),The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,63,taylor swift,the life of a showgirl,,,,,
1ohk1U9KWGSKqwfVFQbVjG,The Life of a Showgirl Outro,The Life of a Showgirl (Track by Track Version),Taylor Swift,2025-10-02,3,taylor swift,the life of a showgirl outro,,,,,
6dODwocEuGzHAavXqTbwHv,Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,71,taylor swift,fortnight,,,,,
4PdLaGZubp4lghChqp8erB,The Tortured Poets Department,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,69,taylor swift,the tortured poets department,,,,,
7uGYWMwRy24dm7RUDDhUlD,My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,71,taylor swift,my boy only breaks his favorite toys,,,,,
1kbEbBdEgQdQeLXCJh28pJ,Down Bad,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,71,taylor swift,down bad,,,,,
7wAkQFShJ27V8362MqevQr,"So Long, London",THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,71,taylor swift,"so long, london",,,,,
4QMgEffJQuKtjCNvqfRZ0m,But Daddy I Love Him,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,69,taylor swift,but daddy i love him,,,,,
7IWcDWOfiooH5hRs9XOVYz,Fresh Out The Slammer,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,68,taylor swift,fresh out the slammer,,,,,
5ExOm0dh4NyRyAdSAO9hyM,Florida!!! (feat. Florence + The Machine),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,68,taylor swift,florida!!!,,,,,
799KrpEbhZp0MHeiA8YK9P,Guilty as Sin?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,73,taylor swift,guilty as sin?,,,,,
2d8UxVNhJinc8uat9PoM9y,Who’s Afraid of Little Old Me?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,70,taylor swift,who’s afraid of little old me?,,,,,
5chnRTB9qMK3W1M41SnU9s,I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,66,taylor swift,i can fix him,,,,,
3YkNIrAvbKNrrwwEd7NVLl,loml,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,74,taylor swift,loml,,,,,
2fPvQfGQEZOKtJ9qXeL4x8,I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,71,taylor swift,i can do it with a broken heart,,,,,
1xtw1krCR6Dw2KwkXw5z63,The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,70,taylor swift,the smallest man who ever lived,,,,,
1tuNqJOtRQVHvONR8Lg3MZ,The Alchemy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,69,taylor swift,the alchemy,,,,,
4d9PtIEVij9jW5OaLinH66,Clara Bow,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,65,taylor swift,clara bow,,,,,
62E2nR0od0M5HYxuYLaDz7,The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,71,taylor swift,the black dog,,,,,
1kcwpPDQnqEqmezzXdJTCP,imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,72,taylor swift,imgonnagetyouback,,,,,
4EF6IyONolQy0bIQXm2EmX,The Albatross,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,66,taylor swift,the albatross,,,,,
1rmEsOezwf2lmIZTMAO5Ag,Chloe or Sam or Sophia or Marcus,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,69,taylor swift,chloe or sam or sophia or marcus,,,,,
5Bedn0svl0ZD7RGmJkmKKw,How Did It End?,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,72,taylor swift,how did it end?,,,,,
7Mts0OfPorF4iwOomvfqn1,So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,75,taylor swift,so high school,,,,,
3hlGuz3loYoLfI3bpwieWq,I Hate It Here,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,69,taylor swift,i hate it here,,,,,
7ogK4lJDVDMU6A6vYR5rvD,thanK you aIMee,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,65,taylor swift,thank you aimee,,,,,
1Zai5UJ2di3qEuR2HeT2s8,I Look in People's Windows,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,66,taylor swift,i look in people's windows,,,,,
18WFFUIsewmA8g31KAeo3e,The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,74,taylor swift,the prophecy,,,,,
0g4fMVo4JjwnIpTfFfLdxS,Cassandra,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,65,taylor swift,cassandra,,,,,
3zMDGj4D8ogaYgAIZPeU7S,Peter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,70,taylor swift,peter,,,,,
2913xXOVAIDAqxzV2g4VcU,The Bolter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,69,taylor swift,the bolter,,,,,
2CnjDMdpRjlWv04Xk3s6MW,Robin,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,65,taylor swift,robin,,,,,
1DTRUYVd8rYpla9hhVVwjo,The Manuscript,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,65,taylor swift,the manuscript,,,,,
3Z2nTctPsTsgqqJm5fCSvG,The Fate of Ophelia - Alone In My Tower Acoustic Version,The Fate of Ophelia (Alone In My Tower Acoustic Version),Taylor Swift,2025-10-31,71,taylor swift,the fate of ophelia,,,,,
5cKBWgDjB5IXZ5jnryewOH,The Fate of Ophelia,The Fate of Ophelia (Alone In My Tower Acoustic Version),Taylor Swift,2025-10-31,64,taylor swift,the fate of ophelia,,,,,
4g2c7NoTWAOSYDy44l9nub,Lavender Haze,Midnights (3am Edition),Taylor Swift,2022-10-22,59,taylor swift,lavender haze,,,,,
199E1RRrVmVTQqBXih5qRC,Maroon,Midnights (3am Edition),Taylor Swift,2022-10-22,60,taylor swift,maroon,,,,,
02Zkkf2zMkwRGQjZ7T4p8f,Anti-Hero,Midnights (3am Edition),Taylor Swift,2022-10-22,59,taylor swift,anti,,,,,
6ADDIJxxqzM9LMpm78yzQG,Snow On The Beach (feat. Lana Del Rey),Midnights (3am Edition),Taylor Swift,2022-10-22,57,taylor swift,snow on the beach,,,,,
7gVWKBcfIW93YxNBi3ApIE,"You're On Your Own, Kid",Midnights (3am Edition),Taylor Swift,2022-10-22,60,taylor swift,"you're on your own, kid",,,,,
6Nl7KyvjkFncGsjB49SxLl,Midnight Rain,Midnights (3am Edition),Taylor Swift,2022-10-22,59,taylor swift,midnight rain,,,,,
6C7OF1Jal7YkyjzyUG8vkK,Question...?,Midnights (3am Edition),Taylor Swift,2022-10-22,56,taylor swift,question...?,,,,,
5yeuXkukVGuix3vmLu2BPJ,Vigilante Shit,Midnights (3am Edition),Taylor Swift,2022-10-22,56,taylor swift,vigilante shit,,,,,
0jvo9CjnbR0lYUDTSNTMiu,Bejeweled,Midnights (3am Edition),Taylor Swift,2022-10-22,59,taylor swift,bejeweled,,,,,
43q586vP8gGkYypKoSddhl,Labyrinth,Midnights (3am Edition),Taylor Swift,2022-10-22,58,taylor swift,labyrinth,,,,,
5oqDgw5VGBln5dSIOPWyBq,Karma,Midnights (3am Edition),Taylor Swift,2022-10-22,60,taylor swift,karma,,,,,
3zmwONxswBAzGwExPugSLN,Sweet Nothing,Midnights (3am Edition),Taylor Swift,2022-10-22,59,taylor swift,sweet nothing,,,,,
56hioFjQ0DXrdn04hZcFgG,Mastermind,Midnights (3am Edition),Taylor Swift,2022-10-22,60,taylor swift,mastermind,,,,,
3UMrglJeju5yWyYIW6o99b,The Great War,Midnights (3am Edition),Taylor Swift,2022-10-22,65,taylor swift,the great war,,,,,
0BiqmkasE5FdrChwKfVp8X,Bigger Than The Whole Sky,Midnights (3am Edition),Taylor Swift,2022-10-22,65,taylor swift,bigger than the whole sky,,,,,
7712gjoih4QoDbXpljEk21,Paris,Midnights (3am Edition),Taylor Swift,2022-10-22,61,taylor swift,paris,,,,,
5kiZGSxgqPdv6rbqL9THdd,High Infidelity,Midnights (3am Edition),Taylor Swift,2022-10-22,60,taylor swift,high infidelity,,,,,
6wAFvJPpTZVirBKGZ4EnMW,Glitch,Midnights (3am Edition),Taylor Swift,2022-10-22,58,taylor swift,glitch,,,,,
0aV5uARAknQgYhBaK944FP,"Would've, Could've, Should've",Midnights (3am Edition),Taylor Swift,2022-10-22,64,taylor swift,"would've, could've, should've",,,,,
3QF5RsWzK1lCvf2o2cY65P,Dear Reader,Midnights (3am Edition),Taylor Swift,2022-10-22,61,taylor swift,dear reader,,,,,
4WUepByoeqcedHoYhSNHRt,Welcome To New York (Taylor's Version),1989 (Taylor's Version) [Deluxe],Taylor Swift,2023-10-27,58,taylor swift,welcome to new york,"[Verse 1]
Walking through a crowd, the village is aglow
Kaleidoscope of loud heartbeats under coats
Everybody here wanted something more
Searching for a sound we hadn't heard before
And it said

[Chorus]
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
It's a new soundtrack, I could dance to this beat, beat, forevermore
The lights are so bright but they never blind me, me
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York

[Verse 2]
When we first dropped our bags on apartment floors
Took our broken hearts, put them in a drawer
Everybody here was someone else before
And you can want who you want
Boys and boys and girls and girls
[Chorus]
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
It's a new soundtrack, I could dance to this beat, beat, forevermore
The lights are so bright, but they never blind me, me
Welcome to New York (New York), it's been waiting for you
Welcome to New York, welcome to New York

[Bridge]
Like any great love, it keeps you guessing
Like any real love, it's ever-changing
Like any true love, it drives you crazy
But you know you wouldn't change anything, anything, anything

[Chorus]
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
Welcome to New York, it's been waiting for you
Welcome to New York, welcome to New York
It's a new soundtrack, I could dance to this beat
The lights are so bright, but they never blind me
Welcome to New York (New soundtrack)
It's been waiting for you
Welcome to New York
The lights are so bright but they never blind me
Welcome to New York
So bright, they never blind me
Welcome to New York
Welcome to New York",pop,2014.0,216205.0,540670.0
0108kcWLnn2HlH2kedi1gn,Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe],Taylor Swift,2023-10-27,61,taylor swift,blank space,"[Verse 1]
Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there, and I thought
""Oh my God, look at that face
You look like my next mistake
Love's a game, wanna play?""
Ayy

[Verse 2]
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So hey, let's be friends
I'm dyin' to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
[Verse 3]
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the King, baby, I'm your Queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come
Oh, no

[Verse 4]
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessin' like
""Oh my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
[Bridge]
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name",pop,2014.0,1453851.0,542389.0
3Vpk1hfMAQme8VJ0SNRSkd,Style (Taylor's Version),1989 (Taylor's Version) [Deluxe],Taylor Swift,2023-10-27,61,taylor swift,style,"[Verse 1]
Midnight
You come and pick me up, no headlights
A long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)
And I should just tell you to leave, 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time

[Chorus]
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
[Verse 2]
So it goes
He can't keep his wild eyes on the road (Mmm)
Takes me home
The lights are off, he's taking off his coat (Mmm, yeah)
I say, ""I heard, oh
That you've been out and about with some other girl""
Some other girl
He says, ""What you heard is true, but I
Can't stop thinking 'bout you and I""
I said, ""I've been there too a few times""

[Chorus]
'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white t-shirt
And I got that good girl faith and a tight little skirt
(A tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (We never go, we never go)
We never go out of style

[Bridge]
Take me home
Just take me home
Yeah, just take me home
Oh-oh, whoa-oh, oh
(Out of style)
[Chorus]
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (And when we go)
We come back every time
'Cause we never go out of style, we never go out of style",pop,2014.0,1084081.0,542390.0
